序号,学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
364,16,浙江财经大学(省重点建设高校),10,公共管理类,25,609,38167
365,16,浙江财经大学(省重点建设高校),11,管理科学与工程类,9,597,49834
366,16,浙江财经大学(省重点建设高校),12,财政学类,190,617,30587
367,16,浙江财经大学(省重点建设高校),13,中国语言文学类,15,617,30490
368,16,浙江财经大学(省重点建设高校),14,计算机类(大数据),34,608,38395
369,16,浙江财经大学(省重点建设高校),15,新闻传播学类,16,616,31692
370,16,浙江财经大学(省重点建设高校),16,统计学类,100,611,36221
371,16,浙江财经大学(省重点建设高校),17,法学类,90,621,27250
372,16,浙江财经大学(省重点建设高校),18,外国语言文学类,83,605,41357
373,16,浙江财经大学(省重点建设高校),19,经济与贸易类,214,610,37241
374,17,嘉兴学院,4,学前教育(师范),29,594,0
375,17,嘉兴学院,5,小学教育(师范),64,594,0
376,17,嘉兴学院,24,金融学,56,594,0
377,17,嘉兴学院,41,临床医学,87,594,0
378,17,嘉兴学院,43,会计学,119,594,0
379,18,浙大城市学院,1,计算机科学与技术,70,594,0
380,18,浙大城市学院,2,软件工程,40,594,0
381,18,浙大城市学院,3,数据科学与大数据技术,14,594,0
382,18,浙大城市学院,4,土木工程,14,594,0
383,18,浙大城市学院,5,建筑学,35,594,0
384,18,浙大城市学院,7,机械类,15,594,0
385,18,浙大城市学院,9,自动化,22,594,0
386,18,浙大城市学院,11,电子信息类,13,594,0
387,18,浙大城市学院,12,临床医学,60,607,39395
388,18,浙大城市学院,13,药学,59,594,0
389,18,浙大城市学院,14,护理学,67,594,0
390,18,浙大城市学院,15,资产评估,54,594,0
391,18,浙大城市学院,16,金融学,60,594,52928
392,18,浙大城市学院,17,财务管理,86,594,0
393,18,浙大城市学院,18,工商管理,71,594,0
394,18,浙大城市学院,19,国际商务,26,594,0
395,18,浙大城市学院,20,国际经济与贸易,53,594,0
396,18,浙大城市学院,21,旅游管理,20,594,0
397,18,浙大城市学院,22,汉语言文学,60,595,51669
398,18,浙大城市学院,23,新闻传播学类,98,594,0
399,18,浙大城市学院,24,法学,115,595,52546
400,18,浙大城市学院,25,行政管理,43,594,0
401,18,浙大城市学院,26,英语,51,594,0
402,18,浙大城市学院,27,商务英语,34,594,0
403,18,浙大城市学院,28,日语,20,594,0
404,18,浙大城市学院,29,金融学(中外合作办学),116,594,0
405,19,浙大宁波理工学院,4,法学,101,594,0
406,19,浙大宁波理工学院,5,网络与新媒体,100,594,0
407,19,浙大宁波理工学院,6,英语,115,594,0
408,19,浙大宁波理工学院,13,建筑学,45,594,0
409,19,浙大宁波理工学院,17,金融学,90,594,0
410,19,浙大宁波理工学院,21,化学工程与工艺,40,594,0
411,19,浙大宁波理工学院,22,生物工程,45,594,0
412,20,杭州师范大学(省重点建设高校),1,中国语言文学类,35,639,14622
413,20,杭州师范大学(省重点建设高校),2,历史学(师范),3,638,15076
414,20,杭州师范大学(省重点建设高校),3,数学与应用数学(师范),14,627,22212
415,20,杭州师范大学(省重点建设高校),4,应用统计学,28,597,49627
416,20,杭州师范大学(省重点建设高校),5,数据科学与大数据技术,20,602,44319
417,20,杭州师范大学(省重点建设高校),6,物理学(师范),17,616,31249
418,20,杭州师范大学(省重点建设高校),7,科学教育(师范),27,633,18549
419,20,杭州师范大学(省重点建设高校),8,生物科学类,77,621,27017
420,20,杭州师范大学(省重点建设高校),9,环境工程,20,601,45666
421,20,杭州师范大学(省重点建设高校),17,文化产业管理,35,604,43147
422,20,杭州师范大学(省重点建设高校),18,外国语言文学类,159,628,21698
423,20,杭州师范大学(省重点建设高校),19,社会学类,53,627,22528
424,20,杭州师范大学(省重点建设高校),20,经济学类,127,604,43113
425,20,杭州师范大学(省重点建设高校),21,旅游管理类,34,600,47321
426,20,杭州师范大学(省重点建设高校),22,法学类,106,615,32728
427,20,杭州师范大学(省重点建设高校),23,小学教育(师范),8,644,11891
428,20,杭州师范大学(省重点建设高校),24,教育技术学(师范),7,625,23756
429,20,杭州师范大学(省重点建设高校),25,应用心理学,20,619,28628
430,20,杭州师范大学(省重点建设高校),26,临床医学,112,612,35192
431,20,杭州师范大学(省重点建设高校),27,口腔医学,25,626,23415
432,20,杭州师范大学(省重点建设高校),28,预防医学,58,602,44582
433,20,杭州师范大学(省重点建设高校),29,药学,35,600,46661
434,20,杭州师范大学(省重点建设高校),30,护理学,16,598,48447
435,20,杭州师范大学(省重点建设高校),31,健康服务与管理,39,599,47474
436,20,杭州师范大学(省重点建设高校),32,公共事业管理(卫生事业管理方向),19,605,41870
437,20,杭州师范大学(省重点建设高校),33,化学类(含师范),137,608,38475
438,20,杭州师范大学(省重点建设高校),34,电子商务类,56,606,40584
439,20,杭州师范大学(省重点建设高校),35,大数据管理与应用,16,600,46421
440,20,杭州师范大学(省重点建设高校),36,计算机类,196,594,0
441,20,杭州师范大学(省重点建设高校),39,电子商务(数经创新实验班),20,612,34816
442,20,杭州师范大学(省重点建设高校),40,应用化学(中外合作办学),30,594,0
443,20,杭州师范大学(省重点建设高校),42,地理信息科学(中外合作办学),30,599,48346
444,20,杭州师范大学(省重点建设高校),43,国际商务,30,604,42471
445,21,湖州师范学院,1,思想政治教育(师范),21,607,39607
446,21,湖州师范学院,3,中国语言文学类,68,596,51491
447,21,湖州师范学院,6,英语(师范),66,599,48405
448,21,湖州师范学院,7,数学与应用数学(师范),43,594,0
449,21,湖州师范学院,8,新闻学,20,594,0
450,21,湖州师范学院,9,日语,11,594,0
451,21,湖州师范学院,14,物理学(师范),7,594,0
452,21,湖州师范学院,15,化学(师范),42,594,0
453,21,湖州师范学院,16,临床医学,23,594,0
454,21,湖州师范学院,18,应用心理学(师范),5,595,52669
455,21,湖州师范学院,19,学前教育(师范),5,604,42754
456,21,湖州师范学院,20,口腔医学,33,596,51152
457,21,湖州师范学院,21,历史学(师范),35,599,47947
458,21,湖州师范学院,23,生物科学(师范),20,595,51956
459,21,湖州师范学院,26,科学教育(师范),1,601,46118
460,21,湖州师范学院,32,教育技术学(师范),9,594,53417
461,21,湖州师范学院,33,小学教育(师范),53,611,35719
462,22,绍兴文理学院,1,临床医学,89,594,0
463,22,绍兴文理学院,3,法学,35,594,0
464,22,绍兴文理学院,6,会计学,118,594,0
465,22,绍兴文理学院,15,康复治疗学,12,594,0
466,22,绍兴文理学院,28,医学影像学,23,594,0
467,22,绍兴文理学院,29,汉语言文学(师范),131,600,47136
468,22,绍兴文理学院,30,数学与应用数学(师范),81,594,0
469,22,绍兴文理学院,31,小学教育(师范),80,598,49301
470,22,绍兴文理学院,32,科学教育(师范),55,594,0
471,22,绍兴文理学院,33,英语(师范),70,594,52745
472,22,绍兴文理学院,34,思想政治教育(师范),20,597,50072
473,22,绍兴文理学院,35,中国语言文学类,34,594,53558
474,22,绍兴文理学院,36,英语,40,594,0
475,23,台州学院,1,小学教育(师范),23,594,53510
476,23,台州学院,2,思想政治教育(师范),44,594,0
477,23,台州学院,3,历史学(师范),21,594,0
478,23,台州学院,6,科学教育(师范),94,594,0
479,23,台州学院,12,临床医学,84,594,0
480,23,台州学院,20,汉语言文学(师范),59,594,0
481,23,台州学院,22,汉语言文学,58,594,0
482,23,台州学院,28,英语(师范),44,594,0
483,24,温州大学(省市共建重点高校),2,小学教育(师范),54,618,29514
484,24,温州大学(省市共建重点高校),3,教育技术学(师范),32,598,49460
485,24,温州大学(省市共建重点高校),4,思想政治教育(师范),54,612,34975
486,24,温州大学(省市共建重点高校),5,行政管理,26,595,52532
487,24,温州大学(省市共建重点高校),6,法学,90,598,48922
488,24,温州大学(省市共建重点高校),7,财务管理,77,595,51716
489,24,温州大学(省市共建重点高校),8,金融工程,66,594,53388
490,24,温州大学(省市共建重点高校),9,工商管理,25,594,52827
491,24,温州大学(省市共建重点高校),10,国际经济与贸易,42,596,51259
492,24,温州大学(省市共建重点高校),11,生物技术,12,594,0
493,24,温州大学(省市共建重点高校),12,生物制药,9,594,0
494,24,温州大学(省市共建重点高校),13,生物科学(师范),76,605,41853
495,24,温州大学(省市共建重点高校),14,工业工程,13,594,0
496,24,温州大学(省市共建重点高校),17,建筑学,30,594,0
497,24,温州大学(省市共建重点高校),19,化学(师范),86,600,46471
498,24,温州大学(省市共建重点高校),20,环境工程,8,594,0
499,24,温州大学(省市共建重点高校),21,化学类,74,594,0
500,24,温州大学(省市共建重点高校),22,人工智能,25,594,0
501,24,温州大学(省市共建重点高校),23,数据科学与大数据技术,41,594,0
502,24,温州大学(省市共建重点高校),24,网络工程(卓工超豪示范班),43,594,0
503,24,温州大学(省市共建重点高校),25,计算机科学与技术,44,594,0
504,24,温州大学(省市共建重点高校),26,电子信息科学与技术,35,594,0
505,24,温州大学(省市共建重点高校),27,电气工程及其自动化,35,594,0
506,24,温州大学(省市共建重点高校),28,信息与计算科学,14,594,0
507,24,温州大学(省市共建重点高校),29,物理学(师范),20,594,52908
508,24,温州大学(省市共建重点高校),30,服装设计与工程(卓工超豪示范班),13,594,0
509,24,温州大学(省市共建重点高校),31,数学与应用数学(师范),58,600,46695
510,24,温州大学(省市共建重点高校),32,应用统计学,35,594,0
511,24,温州大学(省市共建重点高校),33,汉语言文学(创意中文实验班),42,607,40191
512,24,温州大学(省市共建重点高校),34,广告学,39,595,52110
513,24,温州大学(省市共建重点高校),35,汉语言文学(师范),86,618,30071
514,24,温州大学(省市共建重点高校),36,学前教育(师范),2,611,35878
515,24,温州大学(省市共建重点高校),37,应用心理学(师范),38,602,44504
516,24,温州大学(省市共建重点高校),38,翻译,53,598,48820
517,24,温州大学(省市共建重点高校),39,英语(师范),95,612,34688
518,24,温州大学(省市共建重点高校),40,历史学(师范),52,614,33549
519,25,浙江外国语学院,1,汉语言文学(师范),45,600,47375
520,25,浙江外国语学院,2,德语,29,596,51473
521,25,浙江外国语学院,3,汉语言文学(涉外文秘),20,594,0
522,25,浙江外国语学院,4,汉语国际教育,11,594,53703
523,25,浙江外国语学院,5,网络与新媒体,16,594,0
524,25,浙江外国语学院,6,国际经济与贸易,49,594,0
525,25,浙江外国语学院,7,国际经济与贸易,17,594,0
526,25,浙江外国语学院,8,国际商务(国际财务方向),5,594,0
527,25,浙江外国语学院,9,日语,42,594,0
528,25,浙江外国语学院,12,俄语,22,594,0
529,25,浙江外国语学院,13,葡萄牙语,15,597,50152
530,25,浙江外国语学院,14,意大利语,13,596,50982
531,25,浙江外国语学院,15,法语,10,602,45025
532,25,浙江外国语学院,19,国际商务,10,594,0
533,25,浙江外国语学院,20,数学与应用数学(师范),40,594,0
534,25,浙江外国语学院,23,科学教育(师范),41,594,0
535,25,浙江外国语学院,24,学前教育(师范),18,594,0
536,25,浙江外国语学院,26,小学教育(师范),64,599,48064
537,25,浙江外国语学院,28,翻译,16,596,51571
538,25,浙江外国语学院,29,商务英语,29,594,53196
539,25,浙江外国语学院,30,英语(师范),71,606,40386
540,25,浙江外国语学院,31,英语,31,603,44121
541,27,浙江传媒学院,1,广播电视工程,23,594,0
542,27,浙江传媒学院,2,电子信息工程,13,594,0
543,27,浙江传媒学院,4,英语,31,594,0
544,27,浙江传媒学院,5,数字媒体技术,29,594,0
545,27,浙江传媒学院,6,新闻学,22,609,37806
546,27,浙江传媒学院,7,文化产业管理,21,594,0
547,27,浙江传媒学院,9,网络与新媒体,39,598,49502
548,27,浙江传媒学院,10,中国语言文学类,34,594,0
549,27,浙江传媒学院,11,经济学,23,594,0
550,27,浙江传媒学院,12,软件工程(传媒大数据),13,594,0
551,27,浙江传媒学院,14,广播电视学,20,614,33286
552,27,浙江传媒学院,15,广告学,35,596,51595
553,27,浙江传媒学院,16,编辑出版学,22,601,46241
554,27,浙江传媒学院,17,传播学,21,607,40046
555,28,宁波工程学院,38,会计学,63,594,0
556,36,杭州医学院,2,儿科学,19,597,50038
557,36,杭州医学院,3,医学影像学,77,594,0
558,36,杭州医学院,4,药学,25,594,0
559,36,杭州医学院,5,预防医学,30,594,0
